Universidad,Curso,Genero,Valor
València (Estudi General), "2009-2010", Total, 413
València (Estudi General), "2009-2010", Mujeres, 58
València (Estudi General), "2008-2009", Total, 467
València (Estudi General), "2008-2009", Mujeres, 64
València (Estudi General), "2007-2008", Total, 528
València (Estudi General), "2007-2008", Mujeres, 72
València (Estudi General), "2006-2007", Total, 610
València (Estudi General), "2006-2007", Mujeres, 90
València (Estudi General), "2005-2006", Total, 658
València (Estudi General), "2005-2006", Mujeres, 100
València (Estudi General), "2004-2005", Total, 643
València (Estudi General), "2004-2005", Mujeres, 98
València (Estudi General), "2003-2004", Total, 658
València (Estudi General), "2003-2004", Mujeres, 103
València (Estudi General), "2002-2003", Total, 686
València (Estudi General), "2002-2003", Mujeres, 109
València (Estudi General), "2001-2002", Total, 701
València (Estudi General), "2001-2002", Mujeres, 123
València (Estudi General), "2000-2001", Total, 670
València (Estudi General), "2000-2001", Mujeres, 115
València (Estudi General), "1999-2000", Total, 637
València (Estudi General), "1999-2000", Mujeres, 113
València (Estudi General), "1998-1999", Total, 599
València (Estudi General), "1998-1999", Mujeres, 106
València (Estudi General), "1997-1998", Total, 530
València (Estudi General), "1997-1998", Mujeres, 96
València (Estudi General), "1996-1997", Total, 434
València (Estudi General), "1996-1997", Mujeres, 81
València (Estudi General), "1995-1996", Total, 311
València (Estudi General), "1995-1996", Mujeres, 65
València (Estudi General), "1994-1995", Total, 184
València (Estudi General), "1994-1995", Mujeres, 41
València (Estudi General), "1993-1994", Total, 100
València (Estudi General), "1993-1994", Mujeres, 24
Vigo, "2016-2017", Total, 477
Vigo, "2016-2017", Mujeres, 62
Vigo, "2015-2016", Total, 570
Vigo, "2015-2016", Mujeres, 91
Vigo, "2014-2015", Total, 486
Vigo, "2014-2015", Mujeres, 85
Vigo, "2013-2014", Total, 604
Vigo, "2013-2014", Mujeres, 123
Vigo, "2012-2013", Total, 579
Vigo, "2012-2013", Mujeres, 112
Vigo, "2011-2012", Total, 611
Vigo, "2011-2012", Mujeres, 121
Vigo, "2010-2011", Total, 625
Vigo, "2010-2011", Mujeres, 121
Vigo, "2009-2010", Total, 704
Vigo, "2009-2010", Mujeres, 144
Vigo, "2008-2009", Total, 698
Vigo, "2008-2009", Mujeres, 153
Vigo, "2007-2008", Total, 787
Vigo, "2007-2008", Mujeres, 183
Vigo, "2006-2007", Total, 923
Vigo, "2006-2007", Mujeres, 236
Vigo, "2005-2006", Total, 1023
Vigo, "2005-2006", Mujeres, 284
Vigo, "2004-2005", Total, 1072
Vigo, "2004-2005", Mujeres, 298
Vigo, "2003-2004", Total, 1058
Vigo, "2003-2004", Mujeres, 306
Vigo, "2002-2003", Total, 997
Vigo, "2002-2003", Mujeres, 310
Vigo, "2001-2002", Total, 969
Vigo, "2001-2002", Mujeres, 312
Vigo, "2000-2001", Total, 928
Vigo, "2000-2001", Mujeres, 291
Vigo, "1999-2000", Total, 875
Vigo, "1999-2000", Mujeres, 260
Vigo, "1998-1999", Total, 773
Vigo, "1998-1999", Mujeres, 227
Vigo, "1997-1998", Total, 709
Vigo, "1997-1998", Mujeres, 207
Vigo, "1996-1997", Total, 613
Vigo, "1996-1997", Mujeres, 183
Vigo, "1995-1996", Total, 508
Vigo, "1995-1996", Mujeres, 157
Vigo, "1994-1995", Total, 399
Vigo, "1994-1995", Mujeres, 131
Vigo, "1993-1994", Total, 308
Vigo, "1993-1994", Mujeres, 94
Vigo, "1992-1993", Total, 226
Vigo, "1992-1993", Mujeres, 65
Vigo, "1991-1992", Total, 106
Vigo, "1991-1992", Mujeres, 30
Zaragoza, "2016-2017", Total, 524
Zaragoza, "2016-2017", Mujeres, 47
Zaragoza, "2015-2016", Total, 525
Zaragoza, "2015-2016", Mujeres, 52
Zaragoza, "2014-2015", Total, 614
Zaragoza, "2014-2015", Mujeres, 71
Zaragoza, "2013-2014", Total, 698
Zaragoza, "2013-2014", Mujeres, 98
Zaragoza, "2012-2013", Total, 722
Zaragoza, "2012-2013", Mujeres, 95
Zaragoza, "2011-2012", Total, 838
Zaragoza, "2011-2012", Mujeres, 125
Zaragoza, "2010-2011", Total, 934
Zaragoza, "2010-2011", Mujeres, 140
Zaragoza, "2009-2010", Total, 890
Zaragoza, "2009-2010", Mujeres, 135
Zaragoza, "2008-2009", Total, 1209
Zaragoza, "2008-2009", Mujeres, 195
Zaragoza, "2007-2008", Total, 1388
Zaragoza, "2007-2008", Mujeres, 230
Zaragoza, "2006-2007", Total, 1597
Zaragoza, "2006-2007", Mujeres, 267
Zaragoza, "2005-2006", Total, 1791
Zaragoza, "2005-2006", Mujeres, 325
Zaragoza, "2004-2005", Total, 1857
Zaragoza, "2004-2005", Mujeres, 347
Zaragoza, "2003-2004", Total, 1962
Zaragoza, "2003-2004", Mujeres, 374
Zaragoza, "2002-2003", Total, 2078
Zaragoza, "2002-2003", Mujeres, 423
Zaragoza, "2001-2002", Total, 2063
Zaragoza, "2001-2002", Mujeres, 441
Zaragoza, "2000-2001", Total, 1921
Zaragoza, "2000-2001", Mujeres, 428
Zaragoza, "1999-2000", Total, 1770
Zaragoza, "1999-2000", Mujeres, 395
Zaragoza, "1998-1999", Total, 1576
Zaragoza, "1998-1999", Mujeres, 356
Zaragoza, "1997-1998", Total, 1458
Zaragoza, "1997-1998", Mujeres, 337
Zaragoza, "1996-1997", Total, 1274
Zaragoza, "1996-1997", Mujeres, 300
Zaragoza, "1995-1996", Total, 1049
Zaragoza, "1995-1996", Mujeres, 252
Zaragoza, "1994-1995", Total, 813
Zaragoza, "1994-1995", Mujeres, 197
Zaragoza, "1993-1994", Total, 526
Zaragoza, "1993-1994", Mujeres, 131
Zaragoza, "1992-1993", Total, 260
Zaragoza, "1992-1993", Mujeres, 56
